Ref_number	Sample_number	Volcanic_zone	System	Eruption	Location	Phase	Phase_number	Point_number	Core_rim	Profile_distance	Pheno_xeno_nod_gm	Texture	Inclusion	Hostref	Machine	Lab	Analyst	Comment		Point	Date	Notes		SiO2	TiO2	Al203	Cr2O3	V2O3	Fe2O3	FeO	MnO	MgO	CaO	Na2O	K2O	P2O5	NiO	SO2	F	Cl	Total	SiO2_err	TiO2_err	Al2O3_err	Cr2O3_err	V2O3_err	Fe2O3_err	FeO_err	MnO_err	MgO_err	CaO_err	Na2O_err	K2O_err	P2O5_err	NiO_err	SO2_err	F_err	Cl_err	SiO2_dl	TiO2_dl	Al203_dl	Cr2O3_dl	V2O3_dl	Fe2O3_dl	FeO_dl	MnO_dl	MgO_dl	CaO_dl	Na2O_dl	K2O_dl	P2O5_dl	NiO_dl	SO2_dl	F_dl	Cl_dl
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol10A		33	03/11/2013	13:37:09	0	39.0069	0.0202	0.046	0.0268	0	0	16.6816	0.2783	42.7236	0.2599	0	0	0	0.1518	0	0	0	99.195	0.4496	0.0225	0.0038	0.0259	0	0	0.7317	0.0241	0.6778	0.0106	0	0	0	0.0146	0	0	0	247	265	41	300	0	0	1063	199	437	64	0	0	0	147	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol11		34	03/11/2013	13:44:01	0	39.3216	0.0203	0.0486	0.0369	0	0	16.9883	0.2469	42.407	0.2656	0	0	0	0.1596	0	0	0	99.4947	0.4532	0.0226	0.0037	0.0253	0	0	0.7434	0.0234	0.6732	0.0107	0	0	0	0.0147	0	0	0	248	266	41	287	0	0	1066	206	439	63	0	0	0	145	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol11		35	03/11/2013	13:50:52	0	39.2043	0.0375	0.0494	0.0279	0	0	17.4242	0.2686	42.1658	0.2708	0	0	0	0.1807	0	0	0	99.6292	0.4514	0.0221	0.0038	0.0248	0	0	0.7542	0.0241	0.6681	0.0108	0	0	0	0.0152	0	0	0	241	255	41	287	0	0	989	205	431	63	0	0	0	146	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol11		36	03/11/2013	13:57:39	0	39.2475	0.0267	0.0424	0.019	0	0	17.3485	0.2622	42.4261	0.2634	0	0	0	0.1566	0	0	0	99.7923	0.4519	0.0217	0.0037	0.0248	0	0	0.7507	0.024	0.6718	0.0107	0	0	0	0.0147	0	0	0	239	254	41	290	0	0	966	206	417	65	0	0	0	147	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol12		37	03/11/2013	14:04:26	0	39.0671	0.0129	0.0469	0.0031	0	0	17.7062	0.2879	41.9748	0.261	0	0	0	0.1406	0	0	0	99.5004	0.4503	0.0223	0.0037	0.0256	0	0	0.7699	0.0244	0.6668	0.0106	0	0	0	0.0144	0	0	0	247	264	41	307	0	0	1080	199	436	65	0	0	0	147	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol12		38	03/11/2013	14:11:18	0	39.4553	0.0244	0.0441	0.015	0	0	17.4544	0.2799	42.1313	0.2655	0	0	0	0.1464	0	0	0	99.8163	0.4543	0.0217	0.0038	0.0246	0	0	0.7558	0.0248	0.6676	0.0108	0	0	0	0.0145	0	0	0	241	254	42	290	0	0	1041	209	425	66	0	0	0	147	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol12		39	03/11/2013	14:18:04	0	39.1883	0.0248	0.0474	0.0325	0	0	17.3829	0.2576	41.75	0.2579	0	0	0	0.1456	0	0	0	99.0869	0.4517	0.0225	0.0037	0.0249	0	0	0.7574	0.0242	0.6634	0.0105	0	0	0	0.0144	0	0	0	247	264	41	285	0	0	1024	214	438	64	0	0	0	146	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol13		40	03/11/2013	14:24:57	0	39.3253	0.0369	0.0513	0.0139	0	0	17.3848	0.2714	42.2641	0.2664	0	0	0	0.1625	0	0	0	99.7766	0.4532	0.0229	0.0037	0.0251	0	0	0.7573	0.0236	0.6711	0.0106	0	0	0	0.0145	0	0	0	246	265	0	296	0	0	991	197	439	62	0	0	0	143	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol13		41	03/11/2013	14:31:46	0	39.2653	0.0093	0.0505	0.0126	0	0	17.3193	0.2859	42.5212	0.2654	0	0	0	0.1544	0	0	0	99.8838	0.4521	0.0219	0.0038	0.0251	0	0	0.7504	0.0246	0.6732	0.0108	0	0	0	0.0148	0	0	0	243	261	0	296	0	0	1053	201	428	65	0	0	0	149	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol13		42	03/11/2013	14:38:32	0	39.2367	0.0145	0.0533	0	0	0	17.2368	0.2918	42.2462	0.2641	0	0	0	0.1682	0	0	0	99.5116	0.4522	0.0221	0.0038	0.0262	0	0	0.752	0.0248	0.6708	0.0108	0	0	0	0.0151	0	0	0	247	262	41	316	0	0	1027	202	435	66	0	0	0	148	0	0	0
-1	CHRG10_5D	Snaefellsness	Snaefellsness	Hreggnasi	Hreggnasi	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	CHRG10_5D_ol14		43	03/11/2013	14:45:24	0	39.172	0.0102	0.0472	0.0065	0	0	17.0405	0.2631	42.5609	0.2702	0	0	0	0.1548	0	0	0	99.5255	0.4511	0.0223	0.0037	0.0244	0	0	0.7403	0.0239	0.674	0.0108	0	0	0	0.0146	0	0	0	242	265	41	291	0	0	1006	205	425	64	0	0	0	145	0	0	0
