Ref_number,Sample_number,Volcanic_zone,System,Eruption,Location,Phase,Phase_number,Point_number,Core_rim,Profile_distance,Pheno_xeno_nod_gm,Texture,Inclusion,Hostref,Machine,Lab,Analyst,Comment,Point,Date,Notes,SiO2,TiO2,Al203,Cr2O3,V2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,NiO,SO2,F,Cl,Total,SiO2_err,TiO2_err,Al2O3_err,Cr2O3_err,V2O3_err,Fe2O3_err,FeO_err,MnO_err,MgO_err,CaO_err,Na2O_err,K2O_err,P2O5_err,NiO_err,SO2_err,F_err,Cl_err,SiO2_dl,TiO2_dl,Al203_dl,Cr2O3_dl,V2O3_dl,Fe2O3_dl,FeO_dl,MnO_dl,MgO_dl,CaO_dl,Na2O_dl,K2O_dl,P2O5_dl,NiO_dl,SO2_dl,F_dl,Cl_dl,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol7,21,31/10/2013,0.0000,40.8068,0.0000,0.0568,0.0728,0.0000,0.0000,10.6914,0.1896,47.1169,0.3176,0.0000,0.0000,0.0000,0.3126,0.0000,0.0000,0.0000,99.5644,0.6192,0.0224,0.0039,0.0277,0.0000,0.0000,0.4404,0.0190,1.4178,0.0109,0.0000,9.0000,0.0000,0.0160,0.0000,0.0000,0.0000,253.0000,271.0000,41.0000,301.0000,0.0000,0.0000,907.0000,185.0000,453.0000,66.0000,0.0000,9.0000,0.0000,146.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol8,22,31/10/2013,0.0000,40.7354,0.0206,0.0592,0.0460,0.0000,0.0000,10.9464,0.1583,47.1938,0.3254,0.0000,0.0000,0.0000,0.3061,0.0000,0.0000,0.0000,99.7913,0.6181,0.0224,0.0039,0.0274,0.0000,0.0000,0.4472,0.0189,1.4200,0.0110,0.0000,9.0000,0.0000,0.0158,0.0000,0.0000,0.0000,250.0000,263.0000,41.0000,310.0000,0.0000,0.0000,864.0000,193.0000,440.0000,65.0000,0.0000,9.0000,0.0000,145.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol8,23,31/10/2013,0.0000,40.9141,0.0108,0.0619,0.0585,0.0000,0.0000,10.8316,0.1535,47.2501,0.3271,0.0000,0.0000,0.0000,0.3039,0.0000,0.0000,0.0000,99.9116,0.6207,0.0222,0.0039,0.0271,0.0000,0.0000,0.4440,0.0193,1.4217,0.0110,0.0000,9.0000,0.0000,0.0158,0.0000,0.0000,0.0000,247.0000,263.0000,40.0000,300.0000,0.0000,0.0000,888.0000,200.0000,459.0000,65.0000,0.0000,9.0000,0.0000,145.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol8,24,31/10/2013,0.0000,40.8577,0.0029,0.0602,0.0423,0.0000,0.0000,10.8056,0.1574,47.1352,0.3245,0.0000,0.0000,0.0000,0.3115,0.0000,0.0000,0.0000,99.6972,0.6199,0.0218,0.0039,0.0271,0.0000,0.0000,0.4439,0.0191,1.4183,0.0110,0.0000,9.0000,0.0000,0.0159,0.0000,0.0000,0.0000,253.0000,261.0000,41.0000,308.0000,0.0000,0.0000,9.0000,196.0000,447.0000,65.0000,0.0000,9.0000,0.0000,145.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol9,25,31/10/2013,0.0000,40.5922,0.0063,0.0684,0.0474,0.0000,0.0000,11.6086,0.1726,46.6621,0.3406,0.0000,0.0000,0.0000,0.2698,0.0000,0.0000,0.0000,99.7680,0.6159,0.0218,0.0040,0.0267,0.0000,0.0000,0.4679,0.0195,1.4044,0.0113,0.0000,9.0000,0.0000,0.0152,0.0000,0.0000,0.0000,252.0000,260.0000,41.0000,301.0000,0.0000,0.0000,911.0000,198.0000,448.0000,65.0000,0.0000,9.0000,0.0000,144.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol9,26,31/10/2013,0.0000,40.4309,0.0187,0.0500,0.0452,0.0000,0.0000,11.4226,0.1631,46.7004,0.3301,0.0000,0.0000,0.0000,0.2594,0.0000,0.0000,0.0000,99.4203,0.6135,0.0222,0.0038,0.0269,0.0000,0.0000,0.4621,0.0196,1.4054,0.0111,0.0000,9.0000,0.0000,0.0152,0.0000,0.0000,0.0000,251.0000,261.0000,41.0000,304.0000,0.0000,0.0000,913.0000,201.0000,444.0000,65.0000,0.0000,9.0000,0.0000,145.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol9,27,31/10/2013,0.0000,40.3820,0.0187,0.0798,0.0624,0.0000,0.0000,11.8403,0.1822,46.5626,0.3257,0.0000,0.0000,0.0000,0.2676,0.0000,0.0000,0.0000,99.7213,0.6128,0.0228,0.0041,0.0271,0.0000,0.0000,0.4749,0.0194,1.4014,0.0110,0.0000,9.0000,0.0000,0.0152,0.0000,0.0000,0.0000,251.0000,269.0000,41.0000,298.0000,0.0000,0.0000,944.0000,194.0000,438.0000,66.0000,0.0000,9.0000,0.0000,144.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol10,28,31/10/2013,0.0000,40.7606,0.0171,0.0357,0.0579,0.0000,0.0000,11.5812,0.1654,46.5815,0.3126,0.0000,0.0000,0.0000,0.2770,0.0000,0.0000,0.0000,99.7891,0.6185,0.0224,0.0037,0.0271,0.0000,0.0000,0.4662,0.0196,1.4020,0.0107,0.0000,9.0000,0.0000,0.0154,0.0000,0.0000,0.0000,252.0000,265.0000,41.0000,301.0000,0.0000,0.0000,846.0000,201.0000,455.0000,65.0000,0.0000,9.0000,0.0000,145.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol10,29,31/10/2013,0.0000,40.7874,0.0000,0.0394,0.0282,0.0000,0.0000,11.2912,0.1771,46.7154,0.3257,0.0000,0.0000,0.0000,0.2973,0.0000,0.0000,0.0000,99.6617,0.6188,0.0219,0.0037,0.0268,0.0000,0.0000,0.4574,0.0195,1.4058,0.0110,0.0000,9.0000,0.0000,0.0156,0.0000,0.0000,0.0000,249.0000,264.0000,40.0000,311.0000,0.0000,0.0000,890.0000,197.0000,445.0000,66.0000,0.0000,9.0000,0.0000,144.0000,0.0000,0.0000,0.0000,
-1,09KS_04_A,NVZ,kistufell,kistufell,kistufell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,09KS_04(A)_ol10,30,31/10/2013,0.0000,40.7452,0.0000,0.0696,0.0660,0.0000,0.0000,11.1032,0.1685,46.9251,0.3286,0.0000,0.0000,0.0000,0.3059,0.0000,0.0000,0.0000,99.7120,0.6182,0.0219,0.0040,0.0277,0.0000,0.0000,0.4522,0.0190,1.4121,0.0111,0.0000,9.0000,0.0000,0.0158,0.0000,0.0000,0.0000,253.0000,267.0000,41.0000,305.0000,0.0000,0.0000,893.0000,191.0000,445.0000,65.0000,0.0000,9.0000,0.0000,144.0000,0.0000,0.0000,0.0000,
