Ref_number	Sample_number	Volcanic_zone	System	Eruption	Location	Phase	Phase_number	Point_number	Core_rim	Profile_distance	Pheno_xeno_nod_gm	Texture	Inclusion	Hostref	Machine	Lab	Analyst	Comment		Point	Date	Notes		SiO2	TiO2	Al203	Cr2O3	V2O3	Fe2O3	FeO	MnO	MgO	CaO	Na2O	K2O	P2O5	NiO	SO2	F	Cl	Total	SiO2_err	TiO2_err	Al2O3_err	Cr2O3_err	V2O3_err	Fe2O3_err	FeO_err	MnO_err	MgO_err	CaO_err	Na2O_err	K2O_err	P2O5_err	NiO_err	SO2_err	F_err	Cl_err	SiO2_dl	TiO2_dl	Al203_dl	Cr2O3_dl	V2O3_dl	Fe2O3_dl	FeO_dl	MnO_dl	MgO_dl	CaO_dl	Na2O_dl	K2O_dl	P2O5_dl	NiO_dl	SO2_dl	F_dl	Cl_dl
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol15		43	09/11/2013	15:44:25	0	40.4962	0.0172	0.045	0.0633	0	0	13.1715	0.2061	46.6214	0.263	0	0	0.0016	0.2086	0	0	0	101.0938	0.4387	0.0257	0.0124	0.0432	0	0	0.4929	0.0241	0.6672	0.0179	0	0	0	0.0242	0	0	0	248	303	136	467	0	0	920	236	363	130	0	0	0	236	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol15		44	09/11/2013	15:53:00	0	40.5369	0	0.0429	0.0488	0	0	12.7767	0.2046	46.3262	0.2801	0	0	0	0.2144	0	0	0	100.4307	0.4392	0.0259	0.0129	0.0423	0	0	0.4829	0.0241	0.6631	0.0183	0	0	0	0.0246	0	0	0	251	316	142	469	0	0	974	236	363	126	0	0	0	238	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol15		45	09/11/2013	16:01:34	0	40.5595	0.0178	0.0411	0.0539	0	0	13.0322	0.1851	46.2416	0.2629	0	0	0.0005	0.1978	0	0	0	100.5924	0.4395	0.0252	0.013	0.0442	0	0	0.4905	0.0244	0.6623	0.0177	0	0	0	0.0243	0	0	0	249	297	1	488	0	0	905	248	370	125	0	0	0	241	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol16		46	09/11/2013	16:10:02	0	39.7064	0.0178	0.0539	0.0317	0	0	16.5189	0.2549	43.1074	0.3017	0	0	0.0203	0.1497	0	0	0	100.1627	0.4305	0.0257	0.0123	0.042	0	0	0.5868	0.0252	0.6198	0.0184	0	0	0	0.0224	0	0	0	250	303	132	481	0	0	989	241	363	123	0	0	0	233	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol16		47	09/11/2013	16:18:29	0	39.7089	0.0228	0.0323	0.0122	0	0	16.8006	0.2554	43.4635	0.285	0	0	0.0245	0.1552	0	0	0	100.7604	0.4304	0.0256	0.0123	0.0408	0	0	0.5927	0.0258	0.6244	0.0182	0	0	0	0.0229	0	0	0	249	301	139	483	0	0	991	246	360	123	0	0	0	236	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol16		48	09/11/2013	16:27:01	0	39.6383	0.0163	0.0395	0.0348	0	0	16.4621	0.2543	43.3629	0.2999	0	0	0.0353	0.136	0	0	0	100.2793	0.4297	0.0259	0.0128	0.0426	0	0	0.5853	0.0263	0.6233	0.019	0	0	0	0.0236	0	0	0	2	306	143	486	0	0	1005	252	364	129	0	0	0	250	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol17		49	09/11/2013	16:35:30	0	40.2265	0.0149	0.0547	0.0077	0	0	13.7995	0.2137	45.6989	0.2734	0	0	0.0077	0.2196	0	0	0	100.5164	0.4358	0.0251	0.0129	0.0407	0	0	0.5111	0.0245	0.6546	0.018	0	0	0	0.0247	0	0	0	251	297	140	486	0	0	1007	241	360	126	0	0	0	239	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol17		50	09/11/2013	16:44:01	0	40.3311	0.0113	0.0473	0.0255	0	0	13.892	0.2185	45.4535	0.2682	0	0	0.0038	0.2249	0	0	0	100.4761	0.4371	0.0255	0.0128	0.0442	0	0	0.5141	0.0249	0.6517	0.018	0	0	0	0.025	0	0	0	2	303	140	514	0	0	889	243	369	127	0	0	0	241	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol17		51	09/11/2013	16:52:31	0	40.509	0.0007	0.0353	0.0452	0	0	13.296	0.188	46.0422	0.2753	0	0	0	0.2247	0	0	0	100.6163	0.4388	0.0254	0.0124	0.041	0	0	0.4967	0.0237	0.6593	0.0177	0	0	0	0.0244	0	0	0	247	305	139	456	0	0	944	239	363	123	0	0	0	235	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol18		52	09/11/2013	17:01:02	0	40.3129	0.0403	0.0468	0.0691	0	0	13.3365	0.2209	45.5213	0.279	0	0	0.0111	0.2526	0	0	0	100.0903	0.4368	0.0257	0.0129	0.0449	0	0	0.4984	0.0242	0.6522	0.0182	0	0	0	0.0254	0	0	0	251	296	142	485	0	0	997	234	364	127	0	0	0	238	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol18		53	09/11/2013	17:09:33	0	40.1694	0.0211	0.0586	0.0283	0	0	13.5487	0.1887	45.6501	0.2949	0	0	0.0008	0.2615	0	0	0	100.2219	0.4354	0.026	0.0133	0.0435	0	0	0.5047	0.0247	0.6544	0.0185	0	0	0	0.0257	0	0	0	249	305	144	502	0	0	890	251	370	124	0	0	0	238	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol18		54	09/11/2013	17:18:00	0	40.3917	0	0.0474	0.0161	0	0	13.511	0.2102	45.8672	0.3034	0	0	0.0084	0.2578	0	0	0	100.6132	0.4376	0.0252	0.0127	0.0455	0	0	0.5025	0.0238	0.6569	0.0188	0	0	0	0.0253	0	0	0	248	304	140	538	0	0	955	232	367	125	0	0	0	234	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol19		55	09/11/2013	17:26:39	0	40.2615	0.0079	0.058	0.0133	0	0	14.5085	0.2052	45.2069	0.2819	0	0	0.0143	0.2335	0	0	0	100.791	0.4362	0.0257	0.0126	0.0442	0	0	0.5299	0.0255	0.648	0.0184	0	0	0	0.0255	0	0	0	250	307	134	524	0	0	966	256	363	127	0	0	0	244	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol19		56	09/11/2013	17:35:15	0	40.2574	0	0.0394	0	0	0	14.6963	0.2036	45.5193	0.2835	0	0	0	0.2345	0	0	0	101.2339	0.4362	0.0265	0.0127	0.0447	0	0	0.5347	0.0251	0.6523	0.0183	0	0	0	0.0248	0	0	0	248	321	142	543	0	0	919	253	366	126	0	0	0	236	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol19		57	09/11/2013	17:43:53	0	40.1731	0.0122	0.0488	0.0137	0	0	14.2855	0.2124	45.3	0.2821	0	0	0.0024	0.2261	0	0	0	100.5563	0.4353	0.0251	0.0129	0.0408	0	0	0.5234	0.0248	0.6492	0.0185	0	0	0	0.025	0	0	0	247	298	141	482	0	0	933	244	366	128	0	0	0	240	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol20		58	09/11/2013	17:52:24	0	40.2965	0.0172	0.0394	0.0499	0	0	13.8566	0.2041	45.4808	0.2803	0	0	0	0.2564	0	0	0	100.4812	0.4367	0.0257	0.0125	0.0444	0	0	0.5145	0.0241	0.6521	0.0178	0	0	0	0.0249	0	0	0	251	303	140	494	0	0	996	240	365	123	0	0	0	231	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol20		59	09/11/2013	18:00:51	0	40.2526	0.027	0.0532	0.0129	0	0	13.8191	0.196	45.7111	0.2633	0	0	0.032	0.2293	0	0	0	100.5964	0.4363	0.0263	0.0125	0.0449	0	0	0.5125	0.0241	0.6552	0.0176	0	0	0	0.0253	0	0	0	252	308	135	533	0	0	922	240	3	123	0	0	0	245	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol20		60	09/11/2013	18:09:22	0	40.2758	0.0249	0.0389	0	0	0	13.9306	0.1957	45.461	0.2625	0	0	0	0.2489	0	0	0	100.4384	0.4364	0.0258	0.0128	0.0433	0	0	0.5144	0.0242	0.6515	0.0181	0	0	0	0.0257	0	0	0	248	302	143	539	0	0	965	241	371	131	0	0	0	242	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol21		61	09/11/2013	18:17:57	0	39.6387	0	0.0477	0.0119	0	0	16.8702	0.2567	43.2628	0.2603	0	0	0	0.1655	0	0	0	100.5138	0.4296	0.0256	0.0126	0.0419	0	0	0.5949	0.0261	0.6216	0.0179	0	0	0	0.0238	0	0	0	250	309	137	497	0	0	1040	250	359	130	0	0	0	245	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol21		62	09/11/2013	18:26:30	0	39.6092	0.005	0.0377	0.0123	0	0	17.0472	0.273	43.0757	0.2538	0	0	0	0.1811	0	0	0	100.4951	0.4293	0.0257	0.0126	0.0437	0	0	0.5997	0.0263	0.6191	0.0175	0	0	0	0.024	0	0	0	245	308	141	519	0	0	1017	248	356	127	0	0	0	243	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol21		63	09/11/2013	18:35:05	0	39.818	0.0087	0.0355	0.0141	0	0	16.8913	0.2741	43.2567	0.2673	0	0	0.0032	0.2049	0	0	0	100.7738	0.4317	0.026	0.0125	0.0423	0	0	0.5969	0.0264	0.622	0.0181	0	0	0	0.0244	0	0	0	250	310	140	500	0	0	977	249	366	131	0	0	0	239	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol22		64	09/11/2013	18:43:32	0	40.1425	0.0156	0.0577	0.019	0	0	14.6428	0.234	44.7447	0.2748	0	0	0	0.2295	0	0	0	100.3606	0.4349	0.025	0.0129	0.0445	0	0	0.5339	0.025	0.6416	0.0182	0	0	0	0.0251	0	0	0	251	295	139	523	0	0	999	240	361	127	0	0	0	241	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol22		65	09/11/2013	18:52:08	0	40.227	0	0.0309	0.0241	0	0	14.691	0.2125	44.8618	0.2816	0	0	0.0072	0.216	0	0	0	100.5522	0.4358	0.0261	0.0129	0.0433	0	0	0.5351	0.0254	0.6432	0.0183	0	0	0	0.0251	0	0	0	249	315	147	504	0	0	995	252	363	124	0	0	0	245	0	0	0
-1	STAP01_13G_B	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	STAP01_13G(B)_ol22		66	09/11/2013	19:00:44	0	40.1099	0.0039	0.0419	0	0	0	14.7314	0.2223	44.7085	0.2947	0	0	0	0.2273	0	0	0	100.3398	0.4346	0.0259	0.0132	0.0441	0	0	0.5367	0.0259	0.6413	0.0187	0	0	0	0.0253	0	0	0	250	311	147	534	0	0	990	257	365	125	0	0	0	244	0	0	0
