Ref_number,Sample_number,Volcanic_zone,System,Eruption,Location,Phase,Phase_number,Point_number,Core_rim,Profile_distance,Pheno_xeno_nod_gm,Texture,Inclusion,Hostref,Machine,Lab,Analyst,Comment,Point,Date,Notes,SiO2,TiO2,Al203,Cr2O3,V2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,NiO,SO2,F,Cl,Total,SiO2_err,TiO2_err,Al2O3_err,Cr2O3_err,V2O3_err,Fe2O3_err,FeO_err,MnO_err,MgO_err,CaO_err,Na2O_err,K2O_err,P2O5_err,NiO_err,SO2_err,F_err,Cl_err,SiO2_dl,TiO2_dl,Al203_dl,Cr2O3_dl,V2O3_dl,Fe2O3_dl,FeO_dl,MnO_dl,MgO_dl,CaO_dl,Na2O_dl,K2O_dl,P2O5_dl,NiO_dl,SO2_dl,F_dl,Cl_dl,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol3,11,09/11/2013,0.0000,40.6397,0.0195,0.0581,0.0711,0.0000,0.0000,12.4437,0.1917,46.3443,0.3527,0.0000,0.0000,0.0264,0.2403,0.0000,0.0000,0.0000,100.3875,0.4398,0.0252,0.0128,0.0433,0.0000,0.0000,0.4671,0.0232,0.6622,0.0199,0.0000,0.0000,0.0000,0.0246,0.0000,0.0000,0.0000,245.0000,296.0000,138.0000,464.0000,0.0000,0.0000,879.0000,231.0000,357.0000,125.0000,0.0000,0.0000,0.0000,234.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol3,12,09/11/2013,0.0000,40.6750,0.0191,0.0674,0.0507,0.0000,0.0000,12.8096,0.1805,46.5047,0.3592,0.0000,0.0000,0.0046,0.2626,0.0000,0.0000,0.0000,100.9335,0.4402,0.0247,0.0131,0.0444,0.0000,0.0000,0.4773,0.0237,0.6644,0.0200,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,242.0000,291.0000,139.0000,496.0000,0.0000,0.0000,892.0000,241.0000,356.0000,121.0000,0.0000,0.0000,0.0000,231.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol4,13,09/11/2013,0.0000,40.8427,0.0000,0.0643,0.0386,0.0000,0.0000,10.4246,0.1518,47.9406,0.3692,0.0000,0.0000,0.0126,0.3218,0.0000,0.0000,0.0000,100.1662,0.4420,0.0249,0.0130,0.0438,0.0000,0.0000,0.4107,0.0229,0.6839,0.0207,0.0000,0.0000,0.0000,0.0271,0.0000,0.0000,0.0000,245.0000,302.0000,138.0000,499.0000,0.0000,0.0000,831.0000,237.0000,359.0000,125.0000,0.0000,0.0000,0.0000,236.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol4,14,09/11/2013,0.0000,40.9208,0.0000,0.0653,0.0582,0.0000,0.0000,10.4999,0.1442,47.9541,0.3803,0.0000,0.0000,0.0009,0.3086,0.0000,0.0000,0.0000,100.3322,0.4428,0.0244,0.0131,0.0436,0.0000,0.0000,0.4131,0.0238,0.6841,0.0210,0.0000,0.0000,0.0000,0.0270,0.0000,0.0000,0.0000,247.0000,297.0000,139.0000,479.0000,0.0000,0.0000,862.0000,251.0000,359.0000,126.0000,0.0000,0.0000,0.0000,240.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol4,15,09/11/2013,0.0000,40.8446,0.0137,0.0667,0.0973,0.0000,0.0000,10.5059,0.1539,47.9395,0.3730,0.0000,0.0000,0.0053,0.3044,0.0000,0.0000,0.0000,100.3043,0.4424,0.0255,0.0130,0.0462,0.0000,0.0000,0.4181,0.0232,0.6849,0.0209,0.0000,0.0000,0.0000,0.0269,0.0000,0.0000,0.0000,253.0000,303.0000,137.0000,476.0000,0.0000,0.0000,869.0000,241.0000,365.0000,127.0000,0.0000,0.0000,0.0000,239.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol5,16,09/11/2013,0.0000,41.2039,0.0243,0.0736,0.1187,0.0000,0.0000,9.3995,0.1518,49.2625,0.3563,0.0000,0.0000,0.0165,0.3209,0.0000,0.0000,0.0000,100.9279,0.4462,0.0262,0.0132,0.0452,0.0000,0.0000,0.3869,0.0226,0.7030,0.0203,0.0000,0.0000,0.0000,0.0269,0.0000,0.0000,0.0000,252.0000,307.0000,138.0000,440.0000,0.0000,0.0000,844.0000,232.0000,373.0000,125.0000,0.0000,0.0000,0.0000,234.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol5,17,09/11/2013,0.0000,41.1906,0.0000,0.0706,0.1003,0.0000,0.0000,9.1282,0.1313,49.1822,0.3578,0.0000,0.0000,0.0018,0.3085,0.0000,0.0000,0.0000,100.4713,0.4461,0.0257,0.0129,0.0468,0.0000,0.0000,0.3800,0.0221,0.7019,0.0201,0.0000,0.0000,0.0000,0.0262,0.0000,0.0000,0.0000,252.0000,316.0000,136.0000,480.0000,0.0000,0.0000,879.0000,233.0000,368.0000,125.0000,0.0000,0.0000,0.0000,229.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol5,18,09/11/2013,0.0000,41.2778,0.0000,0.0597,0.0718,0.0000,0.0000,9.1566,0.1432,49.0151,0.3661,0.0000,0.0000,0.0133,0.3120,0.0000,0.0000,0.0000,100.4157,0.4470,0.0265,0.0125,0.0468,0.0000,0.0000,0.3808,0.0216,0.6995,0.0203,0.0000,0.0000,0.0000,0.0264,0.0000,0.0000,0.0000,253.0000,321.0000,134.0000,507.0000,0.0000,0.0000,907.0000,223.0000,370.0000,124.0000,0.0000,0.0000,0.0000,232.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol7,19,09/11/2013,0.0000,40.5591,0.0000,0.0726,0.0745,0.0000,0.0000,12.0931,0.1938,46.5531,0.3516,0.0000,0.0000,0.0000,0.2524,0.0000,0.0000,0.0000,100.1502,0.4390,0.0247,0.0131,0.0453,0.0000,0.0000,0.4574,0.0242,0.6650,0.0205,0.0000,0.0000,0.0000,0.0254,0.0000,0.0000,0.0000,246.0000,301.0000,137.0000,488.0000,0.0000,0.0000,875.0000,240.0000,357.0000,129.0000,0.0000,0.0000,0.0000,237.0000,0.0000,0.0000,0.0000,
-1,MH2013_G_A,WVZ,Hengill_swarm,Midfell,Midfell,ol,-1,-1,-1,-1,-1,-1,-1,-1,SX100,Cambridge,Lucy_Tweed,MH2013_G(A)_ol7,20,09/11/2013,0.0000,40.6616,0.0353,0.0570,0.0325,0.0000,0.0000,12.5311,0.1981,46.6906,0.3439,0.0000,0.0000,0.0041,0.2279,0.0000,0.0000,0.0000,100.7818,0.4405,0.0255,0.0125,0.0456,0.0000,0.0000,0.4748,0.0231,0.6680,0.0196,0.0000,0.0000,0.0000,0.0243,0.0000,0.0000,0.0000,250.0000,295.0000,135.0000,525.0000,0.0000,0.0000,892.0000,227.0000,361.0000,122.0000,0.0000,0.0000,0.0000,233.0000,0.0000,0.0000,0.0000,
